customer_id,signup_date,age,gender,city,last_order_date,total_orders,total_revenue,avg_order_value,days_since_last_order,churn_180d
C1076,2024-08-13,21,Male,Pune,2025-06-12,9,4823.46,535.94,81.0,0
C1077,2023-01-31,52,Female,Mumbai,2025-07-07,4,1125.73,281.43,56.0,0
C1078,2023-06-27,34,Male,Hyderabad,2025-06-18,3,765.12,255.04,75.0,0
C1079,2023-02-19,51,Female,Chennai,2025-07-22,7,1259.77,179.97,41.0,0
C1080,2025-03-06,41,Female,Kolkata,2024-04-02,5,4238.63,847.73,517.0,1
C1081,2024-01-26,49,Male,Mumbai,2025-06-22,10,5979.11,597.91,71.0,0
C1082,2023-06-10,18,Female,Delhi,2025-05-15,3,682.05,227.35,109.0,0
C1083,2023-01-27,25,Male,Noida,2025-04-13,5,871.56,174.31,141.0,0
C1084,2023-05-29,62,Female,Pune,2024-11-20,4,3123.25,780.81,285.0,1
C1085,2023-06-07,40,Male,Delhi,2025-06-23,5,3505.59,701.12,70.0,0
C1086,2024-06-07,64,Female,Pune,2024-11-13,4,2628.43,657.11,292.0,1
C1087,2024-02-10,57,Male,Hyderabad,2025-07-03,4,-2198.05,-549.51,60.0,0
C1088,2025-05-22,29,Female,Noida,2025-07-13,6,2085.27,347.55,50.0,0
C1089,2023-09-13,29,Male,Hyderabad,2025-02-15,3,1004.12,334.71,198.0,1
C1090,2023-02-20,63,Female,Chennai,2025-01-28,9,2317.64,257.52,216.0,1
C1091,2024-05-14,64,Female,Kolkata,2024-01-21,3,1770.06,590.02,589.0,1
C1092,2024-07-26,32,Other,Chennai,2024-04-14,1,182.98,182.98,505.0,1
C1093,2023-11-26,58,Female,Hyderabad,2025-02-09,4,2296.54,574.14,204.0,1
C1094,2024-08-12,36,Female,Hyderabad,2023-12-24,3,699.16,233.05,617.0,1
C1095,2023-09-30,43,Male,Delhi,2024-06-27,5,2829.57,565.91,431.0,1
C1096,2023-10-23,69,Male,Hyderabad,2025-06-12,7,5100.09,728.58,81.0,0
C1097,2023-08-12,46,Male,Noida,2025-08-11,5,1013.62,202.72,21.0,0
C1098,2023-01-11,39,Female,Noida,2025-05-17,3,1099.5,366.5,107.0,0
C1099,2023-02-15,57,Female,Bengaluru,2025-06-29,2,727.47,363.74,64.0,0
C1100,2023-01-13,38,Male,Pune,2024-12-18,6,2778.23,463.04,257.0,1
C1101,2024-02-09,68,Female,Mumbai,2025-05-20,4,3348.36,837.09,104.0,0
C1102,2023-05-31,55,Female,Hyderabad,2025-07-17,3,1397.44,465.81,46.0,0
C1103,2023-10-12,37,Female,Chennai,2024-07-25,2,718.46,359.23,403.0,1
C1104,2025-08-10,46,Male,Kolkata,2025-01-09,6,1702.8,283.8,235.0,1
C1105,2023-04-25,68,Male,Pune,2025-07-11,5,7846.8,1569.36,52.0,0
C1106,2023-07-31,21,Female,Pune,2025-05-18,5,2521.93,504.39,106.0,0
C1107,2024-07-17,24,Female,Kolkata,2025-01-17,6,3874.85,645.81,227.0,1
C1108,2023-04-14,45,Male,Kolkata,2025-07-19,5,3151.8,630.36,44.0,0
C1109,2023-02-02,45,Female,Pune,2025-03-17,4,208.97,52.24,168.0,0
C1110,2023-05-17,21,Female,Bengaluru,2025-05-06,10,4839.62,483.96,118.0,0
C1111,2023-03-12,39,Female,Chennai,2025-04-24,4,1559.51,389.88,130.0,0
C1112,2025-11-27,29,Female,Bengaluru,2025-06-08,6,2454.77,409.13,85.0,0
C1113,2024-10-22,62,Male,Hyderabad,2025-03-17,8,9096.88,1137.11,168.0,0
C1114,2024-02-06,20,Male,Mumbai,2024-11-27,6,5401.06,900.18,278.0,1
C1115,2025-03-31,39,Female,Kolkata,2025-05-25,3,1668.53,556.18,99.0,0
C1116,2024-10-13,61,Male,Noida,2025-03-07,4,3669.03,917.26,178.0,0
C1117,2023-03-24,19,Male,Chennai,2025-08-29,7,4306.91,615.27,3.0,0
C1118,2025-06-11,41,Male,Kolkata,2025-07-06,8,2882.53,360.32,57.0,0
C1119,2023-11-07,51,Male,Bengaluru,2024-11-22,5,793.75,158.75,283.0,1
C1120,2024-10-20,44,Male,Delhi,2025-02-09,9,3162.25,351.36,204.0,1
C1121,2025-06-24,58,Male,Hyderabad,2025-08-31,7,4714.23,673.46,1.0,0
C1122,2023-06-03,18,Male,Mumbai,2024-12-27,5,2633.13,526.63,248.0,1
C1123,2023-02-16,25,Male,Hyderabad,2025-06-08,9,7049.4,783.27,85.0,0
C1124,2023-04-14,40,Female,Delhi,2025-08-28,6,6984.43,1164.07,4.0,0
C1125,2023-08-11,55,Female,Mumbai,2025-03-21,8,2853.09,356.64,164.0,0
C1126,2024-11-12,23,Female,Delhi,2025-02-01,6,2218.81,369.8,212.0,1
C1127,2025-02-27,39,Male,Hyderabad,2024-09-01,5,4776.0,955.2,365.0,1
C1128,2023-01-03,42,Male,Bengaluru,2025-03-17,5,2006.73,401.35,168.0,0
C1129,2023-10-13,35,Female,Pune,2024-11-11,7,1065.51,152.22,294.0,1
C1130,2023-08-05,34,Female,Hyderabad,2025-06-10,5,2136.63,427.33,83.0,0
C1131,2023-04-11,29,Female,Hyderabad,2025-08-23,11,8900.65,809.15,9.0,0
C1132,2023-02-21,23,Male,Hyderabad,2025-08-21,9,4813.68,534.85,11.0,0
C1133,2023-06-14,43,Female,Chennai,2024-09-30,6,1838.25,306.37,336.0,1
C1134,2026-02-19,44,Male,Delhi,,0,0.0,0.0,-171.0,0
C1135,2023-06-06,25,Male,Noida,2025-07-05,12,3316.11,276.34,58.0,0
C1136,2023-10-20,36,Female,Delhi,2025-04-13,6,9730.69,1621.78,141.0,0
C1137,2024-04-30,59,Female,Kolkata,2025-08-21,4,3216.18,804.04,11.0,0
C1138,2023-06-30,18,Male,Delhi,2025-03-30,7,1042.28,148.9,155.0,0
C1139,2026-11-28,46,Male,Kolkata,2025-06-14,5,1621.29,324.26,79.0,0
C1140,2026-08-05,62,Female,Chennai,2025-01-20,8,2722.24,340.28,224.0,1
C1141,2023-04-27,66,Male,Bengaluru,2025-07-06,5,3121.57,624.31,57.0,0
C1142,2023-10-03,52,Male,Kolkata,2025-06-07,10,9485.32,948.53,86.0,0
C1143,2023-05-24,57,Male,Hyderabad,2025-05-17,9,3511.51,390.17,107.0,0
C1144,2023-05-15,31,Female,Bengaluru,2025-08-30,4,3287.24,821.81,2.0,0
C1145,2023-01-16,52,Male,Pune,2024-09-21,5,3180.06,636.01,345.0,1
C1146,2024-01-12,65,Other,Chennai,2025-04-26,6,4585.71,764.28,128.0,0
C1147,2023-10-07,62,Female,Delhi,2025-05-26,4,2831.69,707.92,98.0,0
C1148,2023-01-22,37,Other,Kolkata,2025-05-29,8,1234.59,154.32,95.0,0
C1149,2023-05-11,66,Female,Noida,2025-07-15,6,5758.71,959.78,48.0,0
C1150,2025-08-13,30,Male,Hyderabad,2025-05-11,4,-869.54,-217.39,113.0,0
C1151,2023-04-20,55,Male,Mumbai,2025-06-27,8,7374.35,921.79,66.0,0
C1152,2023-03-04,66,Male,Pune,2025-06-27,3,2995.11,998.37,66.0,0
C1153,2023-09-26,63,Male,Mumbai,2025-06-13,6,1158.16,193.03,80.0,0
C1154,2027-08-25,66,Female,Bengaluru,2025-08-26,6,7850.33,1308.39,6.0,0
C1155,2023-04-21,25,Male,Delhi,2025-03-22,7,6253.45,893.35,163.0,0
C1156,2024-03-22,60,Male,Noida,2024-08-12,2,-436.41,-218.2,385.0,1
C1157,2024-07-27,37,Male,Mumbai,2025-05-29,4,3972.58,993.14,95.0,0
C1158,2023-04-19,50,Female,Bengaluru,2025-03-31,10,6552.83,655.28,154.0,0
C1159,2024-06-05,43,Male,Chennai,2025-04-26,5,4769.02,953.8,128.0,0
C1160,2023-07-03,56,Male,Bengaluru,2025-08-02,9,4868.68,540.96,30.0,0
C1161,2024-02-05,38,Male,Pune,2024-06-21,1,248.67,248.67,437.0,1
C1162,2024-02-06,66,Female,Noida,2025-08-23,5,1351.89,270.38,9.0,0
C1163,2023-11-03,59,Female,Noida,2025-08-01,6,2659.59,443.26,31.0,0
C1164,2023-02-07,60,Male,Bengaluru,2025-06-21,7,2434.65,347.81,72.0,0
C1165,2024-12-22,58,Male,Pune,2025-07-19,9,5629.39,625.49,44.0,0
C1166,2023-06-04,26,Male,Bengaluru,2025-01-16,6,3614.87,602.48,228.0,1
C1167,2023-03-24,41,Male,Noida,2025-05-11,9,5458.33,606.48,113.0,0
C1168,2023-01-17,54,Female,Noida,2025-08-29,7,4302.48,614.64,3.0,0
C1169,2023-12-24,66,Female,Hyderabad,2025-04-22,4,54.39,13.6,132.0,0
C1170,2024-03-28,58,Male,Bengaluru,2025-08-01,6,2486.29,414.38,31.0,0
C1171,2023-01-07,34,Female,Kolkata,2025-07-06,6,2106.89,351.15,57.0,0
C1172,2023-10-15,41,Male,Bengaluru,2025-04-27,4,1924.52,481.13,127.0,0
C1173,2023-04-13,38,Female,Noida,2024-09-20,4,1762.23,440.56,346.0,1
C1174,2024-02-19,68,Female,Hyderabad,2024-12-04,4,4202.14,1050.53,271.0,1
C1175,2023-03-18,56,Male,Hyderabad,2025-06-14,3,2695.57,898.52,79.0,0
C1176,2024-04-14,58,Female,Chennai,2025-06-26,6,1652.71,275.45,67.0,0
C1177,2023-07-15,56,Male,Pune,2025-07-12,9,5261.01,584.56,51.0,0
C1178,2026-01-09,30,Male,Delhi,2025-05-14,13,13485.0,1037.31,110.0,0
C1179,2023-03-01,28,Male,Mumbai,2025-03-12,8,5677.65,709.71,173.0,0
C1180,2023-06-16,63,Male,Mumbai,2025-04-17,4,1347.8,336.95,137.0,0
C1181,2023-02-18,36,Female,Bengaluru,2024-09-07,3,929.73,309.91,359.0,1
C1182,2025-10-31,28,Female,Chennai,2025-08-22,6,6746.57,1124.43,10.0,0
C1183,2025-04-19,30,Female,Bengaluru,2025-03-05,5,811.34,162.27,180.0,0
C1184,2023-04-30,63,Female,Mumbai,2025-06-20,7,2549.95,364.28,73.0,0
C1185,2024-03-07,62,Female,Pune,2025-07-02,11,6544.4,594.95,61.0,0
C1186,2024-11-10,18,Male,Noida,2025-07-07,7,3440.81,491.54,56.0,0
C1187,2023-11-21,57,Female,Pune,2025-01-09,4,6258.5,1564.63,235.0,1
C1188,2023-10-29,61,Male,Pune,2025-03-28,5,1194.28,238.86,157.0,0
C1189,2023-04-21,36,Female,Hyderabad,2025-04-23,6,2457.48,409.58,131.0,0
C1190,2023-02-09,29,Female,Noida,2024-06-14,5,2037.09,407.42,444.0,1
C1191,2025-06-29,25,Male,Delhi,2025-03-26,4,618.74,154.69,159.0,0
C1192,2025-07-11,25,Female,Noida,2025-08-08,5,5559.9,1111.98,24.0,0
C1193,2024-02-06,62,Female,Chennai,2025-03-12,6,5368.07,894.68,173.0,0
C1194,2023-06-15,29,Female,Hyderabad,2025-08-28,5,-2144.39,-428.88,4.0,0
C1195,2023-06-21,65,Male,Delhi,2025-08-04,5,1325.64,265.13,28.0,0
C1196,2024-06-01,50,Male,Chennai,2025-08-23,10,2583.46,258.35,9.0,0
C1197,2025-06-28,62,Male,Chennai,2025-08-13,4,3526.74,881.69,19.0,0
C1198,2025-05-22,43,Male,Mumbai,2025-08-29,8,5640.82,705.1,3.0,0
C1199,2024-08-28,56,Male,Hyderabad,2025-06-15,7,5274.7,753.53,78.0,0
C1200,2024-02-15,45,Female,Chennai,2025-07-21,8,8373.85,1046.73,42.0,0
C1201,2023-02-05,22,Male,Kolkata,2024-11-08,7,4070.77,581.54,297.0,1
C1202,2023-03-12,25,Female,Pune,2025-06-30,10,9223.95,922.39,63.0,0
C1203,2025-07-04,42,Female,Chennai,2024-12-14,6,4700.59,783.43,261.0,1
C1204,2024-01-08,44,Female,Delhi,2025-08-07,8,2968.02,371.0,25.0,0
C1205,2023-01-04,63,Male,Mumbai,2023-03-28,1,2239.58,2239.58,888.0,1
C1206,2023-02-12,40,Female,Bengaluru,2025-01-11,3,805.28,268.43,233.0,1
C1207,2024-03-11,47,Female,Pune,2025-08-18,6,898.76,149.79,14.0,0
C1208,2023-01-03,62,Male,Mumbai,2025-08-13,6,3697.25,616.21,19.0,0
C1209,2023-03-12,64,Male,Bengaluru,2025-06-24,8,3972.97,496.62,69.0,0
C1210,2023-11-15,40,Female,Hyderabad,2025-04-18,5,1502.89,300.58,136.0,0
C1211,2024-04-15,66,Male,Hyderabad,2024-07-11,2,2371.66,1185.83,417.0,1
C1212,2024-02-27,64,Male,Chennai,2024-12-24,6,4216.38,702.73,251.0,1
C1213,2023-04-12,37,Male,Kolkata,2025-02-23,6,2116.78,352.8,190.0,1
C1214,2024-05-13,35,Male,Hyderabad,2025-07-28,11,7141.01,649.18,35.0,0
C1215,2023-04-19,35,Female,Noida,2025-03-01,5,883.95,176.79,184.0,1
C1216,2023-06-07,19,Male,Chennai,2025-05-22,9,3636.85,404.09,102.0,0
C1217,2024-07-02,21,Female,Pune,2025-02-04,5,2728.43,545.69,209.0,1
C1218,2024-02-24,47,Female,Mumbai,2023-12-12,3,2105.69,701.9,629.0,1
C1219,2025-01-26,50,Female,Hyderabad,2025-08-06,5,3193.27,638.65,26.0,0
C1220,2024-03-04,53,Female,Noida,2025-08-08,3,-779.6,-259.87,24.0,0
C1221,2023-12-03,35,Female,Mumbai,2024-12-05,4,4649.77,1162.44,270.0,1
C1222,2023-02-09,54,Male,Mumbai,2025-05-12,9,3580.85,397.87,112.0,0
C1223,2023-07-03,36,Female,Kolkata,2024-04-18,2,169.43,84.72,501.0,1
C1224,2023-05-04,64,Female,Hyderabad,2025-02-08,8,2347.05,293.38,205.0,1
C1225,2023-04-22,45,Female,Mumbai,2025-03-12,7,5346.61,763.8,173.0,0
C1226,2026-12-15,57,Female,Kolkata,2025-08-31,6,-141.4,-23.57,1.0,0
C1227,2023-07-19,37,Male,Kolkata,2025-08-16,11,5189.02,471.73,16.0,0
C1228,2025-06-09,66,Male,Hyderabad,2025-07-17,6,4863.83,810.64,46.0,0
C1229,2024-02-03,50,Female,Kolkata,2025-08-12,9,2671.12,296.79,20.0,0
C1230,2024-09-25,29,Male,Hyderabad,2025-05-05,3,1417.03,472.34,119.0,0
C1231,2023-10-07,68,Female,Noida,2025-02-08,4,908.43,227.11,205.0,1
C1232,2023-12-11,32,Male,Hyderabad,2025-08-04,3,-25.18,-8.39,28.0,0
C1233,2023-09-29,58,Male,Bengaluru,2024-04-28,3,4044.51,1348.17,491.0,1
C1234,2023-03-28,56,Male,Mumbai,2025-04-11,4,1361.04,340.26,143.0,0
C1235,2024-05-27,19,Male,Noida,2024-11-18,6,3056.74,509.46,287.0,1
C1236,2023-05-12,46,Female,Delhi,2025-04-17,2,1063.21,531.61,137.0,0
C1237,2023-01-10,58,Male,Hyderabad,2025-07-20,5,5850.41,1170.08,43.0,0
C1238,2024-02-19,27,Other,Mumbai,2024-07-29,5,4054.0,810.8,399.0,1
C1239,2023-03-19,19,Female,Pune,2025-07-30,6,4701.11,783.52,33.0,0
C1240,2026-02-02,68,Male,Kolkata,2024-12-16,4,3574.74,893.69,259.0,1
C1241,2026-05-16,28,Female,Chennai,2024-06-30,4,643.69,160.92,428.0,1
C1242,2025-09-12,30,Female,Hyderabad,2025-08-01,6,5632.48,938.75,31.0,0
C1243,2023-07-04,27,Female,Kolkata,2025-07-16,2,381.49,190.74,47.0,0
C1244,2023-01-07,31,Male,Kolkata,2025-04-27,5,1845.23,369.05,127.0,0
C1245,2025-11-20,35,Female,Kolkata,2025-05-07,8,4737.46,592.18,117.0,0
C1246,2023-08-12,68,Female,Kolkata,2025-07-04,9,3078.01,342.0,59.0,0
C1247,2026-09-22,26,Male,Kolkata,2025-07-13,4,1931.05,482.76,50.0,0
C1248,2026-08-18,56,Male,Hyderabad,2025-05-06,4,3511.26,877.82,118.0,0
C1249,2025-02-05,45,Female,Pune,2025-07-20,7,1253.11,179.02,43.0,0
C1250,2023-05-20,20,Male,Delhi,2024-01-16,1,585.7,585.7,594.0,1
C1251,2023-07-14,37,Female,Bengaluru,2025-08-14,4,4621.88,1155.47,18.0,0
C1252,2025-01-31,23,Male,Kolkata,2025-07-11,7,2707.62,386.8,52.0,0
C1253,2023-06-02,44,Female,Kolkata,2025-05-21,2,645.72,322.86,103.0,0
C1254,2023-03-16,19,Female,Bengaluru,2025-07-28,6,1659.38,276.56,35.0,0
C1255,2023-11-22,46,Male,Pune,2025-05-04,7,5570.32,795.76,120.0,0
C1256,2026-01-05,55,Male,Noida,2025-03-31,8,4081.13,510.14,154.0,0
C1257,2024-04-21,20,Female,Pune,2025-08-02,10,5806.19,580.62,30.0,0
C1258,2023-12-04,33,Female,Noida,2025-04-19,8,5795.81,724.48,135.0,0
C1259,2023-02-10,47,Female,Hyderabad,2025-04-30,9,4772.67,530.3,124.0,0
C1260,2024-01-17,57,Male,Mumbai,2025-08-31,7,2099.65,299.95,1.0,0
C1261,2028-01-19,19,Male,Chennai,2024-07-29,8,3573.64,446.71,399.0,1
C1262,2023-03-02,34,Male,Chennai,2025-05-31,3,1549.44,516.48,93.0,0
C1263,2023-10-20,58,Female,Mumbai,2024-12-21,2,-473.64,-236.82,254.0,1
C1264,2025-04-19,29,Male,Hyderabad,2025-05-27,8,3391.75,423.97,97.0,0
C1265,2024-06-24,52,Male,Chennai,2025-08-12,5,3545.67,709.13,20.0,0
C1266,2024-04-22,60,Female,Pune,2025-04-12,4,659.36,164.84,142.0,0
C1267,2024-04-29,18,Female,Bengaluru,2025-04-17,4,2363.93,590.98,137.0,0
C1268,2023-06-28,62,Male,Mumbai,2025-04-16,8,11415.71,1426.96,138.0,0
C1269,2023-05-20,32,Male,Pune,2025-08-13,7,6399.27,914.18,19.0,0
C1270,2024-10-24,43,Female,Delhi,2024-11-08,6,3052.81,508.8,297.0,1
C1271,2024-10-26,54,Female,Hyderabad,2024-04-04,4,1701.63,425.41,515.0,1
C1272,2025-03-18,38,Male,Mumbai,2025-07-25,5,2845.07,569.01,38.0,0
C1273,2025-09-04,66,Female,Chennai,2025-06-29,2,1488.59,744.3,64.0,0
C1274,2023-10-14,48,Female,Hyderabad,2025-07-24,6,2464.5,410.75,39.0,0
C1275,2023-10-06,42,Male,Bengaluru,2024-10-31,3,3046.7,1015.57,305.0,1
C1276,2024-10-02,40,Male,Hyderabad,2025-04-19,2,2745.76,1372.88,135.0,0
C1277,2024-02-24,41,Female,Hyderabad,2025-07-20,9,10342.93,1149.21,43.0,0
C1278,2024-04-29,55,Female,Bengaluru,2025-07-05,6,2140.33,356.72,58.0,0
C1279,2024-09-27,45,Male,Kolkata,2025-08-02,5,1872.69,374.54,30.0,0
C1280,2025-06-01,38,Female,Bengaluru,2025-07-19,5,2794.42,558.88,44.0,0
C1281,2023-06-14,60,Female,Pune,2025-08-13,11,11810.57,1073.69,19.0,0
C1282,2023-07-08,35,Male,Hyderabad,2025-02-20,5,1391.52,278.3,193.0,1
C1283,2023-02-09,53,Female,Noida,2024-10-03,5,1136.12,227.22,333.0,1
C1284,2023-12-12,52,Female,Bengaluru,2024-08-16,6,2963.52,493.92,381.0,1
C1285,2023-01-15,62,Male,Kolkata,2025-05-24,8,4271.13,533.89,100.0,0
C1286,2023-09-08,26,Male,Pune,2024-03-08,1,64.15,64.15,542.0,1
C1287,2023-11-09,55,Male,Noida,2025-03-21,5,1814.53,362.91,164.0,0
C1288,2023-05-16,47,Female,Noida,2024-03-17,3,4797.04,1599.01,533.0,1
C1289,2023-12-24,61,Other,Mumbai,2025-05-05,7,1106.15,158.02,119.0,0
C1290,2023-01-13,51,Male,Bengaluru,2025-06-25,5,1439.64,287.93,68.0,0
C1291,2023-01-16,49,Female,Bengaluru,2025-04-29,5,2503.42,500.68,125.0,0
C1292,2024-11-22,20,Female,Hyderabad,2025-08-03,7,6105.34,872.19,29.0,0
C1293,2023-06-28,20,Female,Pune,2025-05-01,6,2584.27,430.71,123.0,0
C1294,2023-02-24,45,Male,Mumbai,2025-02-05,4,1664.65,416.16,208.0,1
C1295,2023-10-23,61,Male,Delhi,2024-08-31,6,1237.73,206.29,366.0,1
C1296,2024-08-10,32,Male,Delhi,2025-03-18,4,2093.22,523.31,167.0,0
C1297,2023-04-08,58,Female,Chennai,2025-08-30,7,5086.06,726.58,2.0,0
C1298,2024-01-26,40,Male,Bengaluru,2025-05-23,4,5583.97,1395.99,101.0,0
C1299,2023-02-05,57,Female,Bengaluru,2025-01-04,6,1817.3,302.88,240.0,1
C1300,2023-01-22,28,Male,Mumbai,2024-07-13,4,3819.55,954.89,415.0,1
C1301,2023-10-31,65,Male,Kolkata,2024-08-20,6,4447.11,741.19,377.0,1
C1302,2023-11-08,49,Female,Delhi,2025-06-13,3,1943.1,647.7,80.0,0
C1303,2024-02-10,53,Female,Chennai,2025-03-31,3,4346.47,1448.82,154.0,0
